2020-04-19 18:22:08 INFO  EmployeesRestAPI:16 - ********Getting ALL Users Details********
2020-04-19 18:22:12 INFO  EmployeesRestAPI:25 - ******Get Response Body**********
2020-04-19 18:22:12 INFO  EmployeesRestAPI:27 - Response Body===> {"page":2,"per_page":6,"total":12,"total_pages":2,"data":[{"id":7,"email":"michael.lawson@reqres.in","first_name":"Michael","last_name":"Lawson","avatar":"https://s3.amazonaws.com/uifaces/faces/twitter/follettkyle/128.jpg"},{"id":8,"email":"lindsay.ferguson@reqres.in","first_name":"Lindsay","last_name":"Ferguson","avatar":"https://s3.amazonaws.com/uifaces/faces/twitter/araa3185/128.jpg"},{"id":9,"email":"tobias.funke@reqres.in","first_name":"Tobias","last_name":"Funke","avatar":"https://s3.amazonaws.com/uifaces/faces/twitter/vivekprvr/128.jpg"},{"id":10,"email":"byron.fields@reqres.in","first_name":"Byron","last_name":"Fields","avatar":"https://s3.amazonaws.com/uifaces/faces/twitter/russoedu/128.jpg"},{"id":11,"email":"george.edwards@reqres.in","first_name":"George","last_name":"Edwards","avatar":"https://s3.amazonaws.com/uifaces/faces/twitter/mrmoiree/128.jpg"},{"id":12,"email":"rachel.howell@reqres.in","first_name":"Rachel","last_name":"Howell","avatar":"https://s3.amazonaws.com/uifaces/faces/twitter/hebertialmeida/128.jpg"}],"ad":{"company":"StatusCode Weekly","url":"http://statuscode.org/","text":"A weekly newsletter focusing on software development, infrastructure, the server, performance, and the stack end of things."}}
2020-04-19 19:31:07 INFO  EmployeesRestAPI:20 - ********Getting ALL Users Details********
2020-04-19 19:31:12 INFO  EmployeesRestAPI:39 - ******Get Response Body**********
2020-04-19 19:31:12 INFO  EmployeesRestAPI:41 - 2
2020-04-19 19:31:12 INFO  EmployeesRestAPI:42 - 6
2020-04-19 19:31:12 INFO  EmployeesRestAPI:43 - 12
2020-04-19 19:31:12 INFO  EmployeesRestAPI:44 - 2
2020-04-19 19:31:12 INFO  EmployeesRestAPI:45 - [7, 8, 9, 10, 11, 12]
2020-04-19 19:31:12 INFO  EmployeesRestAPI:20 - ********Getting ALL Users Details********
2020-04-19 19:31:13 INFO  EmployeesRestAPI:30 - ******Get Response Body**********
